CaseOrder,Outage_sec_perweek,Yearly_equip_failure,InternetService,Bandwidth_GB_Year,Population,Area,Tenure
3856,8.776299,0,Fiber Optic,1240.211719,395,Rural,10.45843
3857,10.59311,1,Fiber Optic,2120.230349,586,Suburban,21.42092
3858,13.24212,0,DSL,3346.893074,3302,Urban,34.49234
3859,7.379511,0,None,978.4054903,2800,Urban,5.799375
3860,10.19102,0,DSL,1154.151996,1692,Urban,6.072026
3861,11.45584,0,Fiber Optic,1445.998649,5494,Rural,14.36438
3862,11.22655,1,Fiber Optic,816.9425462,42041,Rural,2.017622
3863,5.511326,0,DSL,1860.544496,3531,Rural,9.643609
3864,10.8419,1,Fiber Optic,1315.586731,2007,Suburban,9.373591
3865,7.088079,0,Fiber Optic,1747.966742,865,Urban,16.22349
3866,15.68142,0,Fiber Optic,335.2998891,32069,Suburban,1.481935
3867,6.158194,2,None,1437.800807,363,Suburban,14.8386
3868,14.62487,0,DSL,2143.189724,103,Urban,18.76373
3869,8.060591,1,DSL,810.6535635,1004,Suburban,6.101406
3870,6.292755,0,Fiber Optic,2046.091342,4971,Urban,18.4468
3871,7.029407,0,DSL,790.0442858,7789,Rural,4.180338
3872,13.23763,1,Fiber Optic,1054.031935,244,Urban,9.548023
3873,12.83477,0,Fiber Optic,579.0788972,955,Urban,2.664026
3874,5.287302,0,Fiber Optic,1023.023077,219,Urban,9.621889
3875,8.949569,2,Fiber Optic,1114.819074,49836,Rural,11.09994
3876,12.09225,0,Fiber Optic,1306.124464,6293,Urban,7.623523
3877,9.046658,0,Fiber Optic,1355.525049,30231,Suburban,12.7637
3878,10.89462,0,DSL,1079.325698,5275,Suburban,3.115729
3879,6.281176,0,Fiber Optic,3069.097767,20269,Rural,31.44123
3880,12.10602,1,Fiber Optic,1553.257429,926,Rural,9.213435
3881,4.980976,1,Fiber Optic,954.1842126,325,Urban,6.358996
3882,9.593068,0,Fiber Optic,506.014128,52967,Suburban,7.097053
3883,10.97395,0,None,1512.206567,4351,Rural,8.081693
3884,14.14099,0,DSL,1418.137965,372,Urban,4.570915
3885,7.408283,0,Fiber Optic,1173.536496,1033,Rural,3.590398
3886,12.4846,0,Fiber Optic,1555.075783,4476,Urban,12.5247
3887,8.589777,1,Fiber Optic,1026.361306,1256,Rural,5.257695
3888,13.58291,0,None,252.1141473,2618,Urban,1.005104
3889,7.941608,0,Fiber Optic,934.5432733,1410,Suburban,6.165028
3890,9.884995,0,DSL,2616.607102,781,Rural,20.66493
3891,5.663218,1,DSL,1921.908003,1589,Rural,15.39326
3892,6.589354,1,Fiber Optic,1180.747336,64,Rural,8.752114
3893,11.47442,0,None,1596.133478,136,Rural,9.882614
3894,12.48017,0,None,978.0906718,1033,Rural,3.657847
3895,6.900384,0,DSL,2945.865945,1457,Urban,28.2824
3896,15.81274,1,Fiber Optic,865.1029349,3599,Suburban,4.72236
3897,9.781433,0,DSL,1474.927731,5239,Rural,8.386574
3898,11.91904,0,DSL,1655.231847,264,Rural,14.6317
3899,13.62885,2,DSL,1990.499153,6686,Suburban,14.55
3900,11.11805,3,None,1473.227973,10235,Urban,10.90922
3901,10.89684,0,DSL,1559.33881,5429,Suburban,11.51439
3902,7.85726,0,DSL,1835.292593,2201,Rural,13.72584
3903,10.54632,0,Fiber Optic,511.2155972,9836,Urban,1.302103
3904,8.111689,0,None,754.1266839,23247,Suburban,1.940789
3905,11.52428,1,Fiber Optic,826.366889,768,Suburban,7.495947
3906,10.39457,0,DSL,2131.892874,1788,Suburban,15.88445
3907,14.5768,0,Fiber Optic,1062.367672,9496,Suburban,8.666281
3908,9.36669,1,Fiber Optic,511.1215788,1702,Urban,2.970609
3909,8.780371,0,Fiber Optic,1207.589721,15569,Suburban,11.00328
3910,13.19067,0,Fiber Optic,1019.501584,27766,Suburban,5.21614
3911,8.326264,0,DSL,1426.604038,7093,Suburban,8.813715
3912,13.01916,0,Fiber Optic,1792.010429,13489,Suburban,13.04025
3913,10.24432,0,DSL,2558.308043,1554,Suburban,21.29638
3914,10.74957,0,None,760.8370835,1920,Suburban,4.86918
3915,13.49982,1,Fiber Optic,972.1523011,727,Urban,5.145314
3916,8.799383,0,None,1769.609462,34470,Rural,17.22292
3917,11.69401,0,None,562.038508,32739,Rural,2.348003
3918,9.943855,0,None,801.1054209,40447,Urban,4.629362
3919,11.84814,0,DSL,1685.817734,2557,Rural,9.197686
3920,12.78424,0,Fiber Optic,1299.583627,51275,Rural,7.816759
3921,8.414471,0,DSL,1178.011696,1911,Rural,3.230823
3922,5.325341,0,None,843.1843931,8750,Suburban,4.655119
3923,13.70512,0,None,979.002185,375,Suburban,8.931572
3924,10.50151,2,Fiber Optic,717.8935328,1485,Rural,2.567035
3925,14.55915,1,DSL,1192.457478,5300,Suburban,4.066843
3926,10.56848,0,Fiber Optic,1265.450999,114,Urban,10.86326
3927,10.42906,0,Fiber Optic,3343.612596,1783,Urban,32.73358
3928,13.70652,1,None,479.3287784,624,Rural,4.422442
3929,9.908836,1,Fiber Optic,805.2130716,203,Urban,6.611696
3930,4.721154,0,Fiber Optic,965.4661617,3199,Suburban,7.778058
3931,10.33061,0,Fiber Optic,1118.046807,27532,Suburban,6.247141
3932,4.160642,0,None,1424.90105,3068,Urban,13.10595
3933,7.660265,0,None,1003.68472,41387,Urban,8.920338
3934,8.754383,1,DSL,1622.201707,1045,Suburban,7.369734
3935,2.526424,0,DSL,1689.545339,918,Urban,8.160495
3936,14.59806,1,Fiber Optic,1080.752449,1797,Urban,8.30949
3937,6.670145,3,Fiber Optic,1826.132589,257,Suburban,20.44277
3938,13.91424,0,Fiber Optic,1227.038436,1306,Urban,7.626943
3939,5.824936,0,Fiber Optic,768.9098018,19669,Rural,2.326316
3940,13.53181,0,DSL,1058.572083,19393,Suburban,2.142469
3941,9.501785,0,Fiber Optic,1121.796023,10494,Suburban,7.233075
3942,12.40481,1,DSL,3174.219068,223,Suburban,23.49138
3943,9.276057,0,Fiber Optic,1110.320153,54,Urban,2.086344
3944,8.73874,0,None,1765.087747,678,Suburban,13.41057
3945,9.947737,0,Fiber Optic,880.3136958,1020,Rural,4.008932
3946,8.993714,0,Fiber Optic,2864.553994,29020,Rural,25.43212
3947,7.540891,0,None,1294.33801,917,Rural,11.38257
3948,12.56449,0,DSL,1639.020185,999,Suburban,13.25185
3949,5.25407,1,DSL,918.1830814,63393,Urban,5.733719
3950,10.19024,0,Fiber Optic,991.6569518,926,Suburban,11.9008
3951,13.00084,0,DSL,1482.762683,1108,Suburban,7.022294
3952,6.157267,0,None,1265.511252,34950,Suburban,8.770703
3953,13.42292,0,DSL,1316.126296,54464,Rural,3.08219
3954,15.43347,0,DSL,1368.093103,861,Urban,4.538742
3955,9.651504,0,None,889.7590173,1227,Rural,8.525122
3956,8.895333,1,Fiber Optic,628.1057927,1398,Rural,2.09202
3957,14.01608,0,None,983.5145753,2107,Suburban,9.312768
3958,18.85173,1,DSL,2099.998325,1949,Suburban,16.74968
3959,14.55933,1,None,702.030012,587,Rural,6.162825
3960,9.948834,1,Fiber Optic,588.3651083,4907,Urban,1.578151
3961,8.429886,0,DSL,1859.062929,1921,Urban,10.29135
3962,6.951936,1,Fiber Optic,734.4252105,5115,Rural,4.01663
3963,15.91653,0,DSL,1417.244497,489,Rural,10.70081
3964,8.61041,0,DSL,1593.482092,3213,Urban,7.890442
3965,4.261131,0,None,1448.715638,42059,Rural,15.68627
3966,11.77268,0,DSL,2105.034412,16943,Rural,11.5365
3967,8.174687,2,Fiber Optic,1480.104233,236,Suburban,10.88054
3968,11.81952,0,Fiber Optic,1078.709113,9709,Suburban,4.198245
3969,12.36764,2,DSL,1407.105672,2674,Urban,5.500175
3970,13.24075,0,DSL,2007.890075,36409,Suburban,15.37432
3971,10.94083,1,None,1132.054698,21156,Rural,6.435125
3972,9.664338,0,DSL,1465.534225,3916,Rural,5.377803
3973,10.3827,0,Fiber Optic,1967.055899,12918,Suburban,11.98109
3974,4.900081,0,DSL,1290.002306,3196,Suburban,4.418665
3975,11.92268,0,DSL,2957.287141,2381,Rural,26.14972
3976,5.200476,0,Fiber Optic,924.9352116,9339,Suburban,3.430472
3977,7.547212,0,Fiber Optic,1305.935649,1605,Suburban,9.104003
3978,13.00676,0,DSL,928.1223375,9612,Urban,3.932102
3979,12.55796,1,Fiber Optic,787.5389871,143,Suburban,2.473299
3980,11.07131,1,DSL,1306.270891,24774,Urban,9.8256
3981,11.87557,1,Fiber Optic,617.0043032,48008,Suburban,5.614935
3982,13.96763,2,None,1139.265638,2703,Suburban,8.475773
3983,11.29188,0,Fiber Optic,1531.785841,5455,Rural,14.14568
3984,15.74148,0,Fiber Optic,959.3986136,1117,Suburban,7.62689
3985,9.00959,0,None,577.5034833,2325,Rural,3.199643
3986,8.208604,0,None,798.557141,21319,Suburban,6.833364
3987,10.32806,1,None,889.1589238,903,Urban,3.250618
3988,7.75167,0,Fiber Optic,1044.205309,11393,Suburban,9.820347
3989,7.231501,1,Fiber Optic,1023.807054,464,Rural,3.488459
3990,8.890669,0,Fiber Optic,1680.40703,4037,Urban,13.21976
3991,6.131562,0,DSL,777.0645087,585,Rural,2.758928
3992,10.05201,0,DSL,901.9731056,7714,Urban,1.399445
3993,12.35651,1,DSL,2214.777592,6464,Urban,15.91192
3994,9.920573,1,Fiber Optic,630.454611,69,Rural,5.595446
3995,11.36728,0,DSL,2224.045421,3463,Urban,17.30249
3996,10.7329,3,None,1683.407282,2107,Suburban,18.1201
3997,9.29595,1,DSL,2960.453451,6750,Suburban,26.06474
3998,6.610095,0,Fiber Optic,798.4043093,270,Urban,5.018901
4000,10.22148,1,Fiber Optic,773.1936845,1174,Suburban,2.366635
4001,10.63881,0,Fiber Optic,498.5585239,5144,Suburban,1.669639
4002,4.391327,0,None,1280.711037,46,Urban,7.038169
4003,13.56912,1,Fiber Optic,1326.326983,230,Urban,11.40214
4004,12.20515,1,Fiber Optic,2960.494504,57658,Suburban,33.19612
4005,8.156063,0,Fiber Optic,410.7935286,12968,Urban,2.198687
4006,10.72443,1,None,1890.634177,2349,Urban,14.16299
4007,9.762926,0,None,874.6357853,8510,Suburban,6.408823
4008,4.125868,0,None,520.3000287,6672,Urban,2.438513
4009,8.367107,1,Fiber Optic,2554.531054,2988,Rural,21.51433
4010,6.239127,0,Fiber Optic,458.7691639,153,Suburban,2.235315
4011,11.75093,1,Fiber Optic,895.8563668,83,Suburban,4.541407
4012,11.26452,0,DSL,1113.503645,33960,Suburban,5.107455
4013,4.955493,0,DSL,2034.534213,1243,Urban,13.79595
4015,10.35877,0,DSL,1291.115762,2153,Rural,2.068518
4016,11.39904,0,Fiber Optic,608.6804201,25048,Urban,2.866331
4017,9.170457,1,Fiber Optic,2470.214952,491,Urban,22.48816
4018,15.78884,0,Fiber Optic,732.5653824,33420,Suburban,7.235576
4019,6.130264,2,DSL,2592.211229,1107,Rural,19.70995
4020,8.936454,0,DSL,1379.566758,34191,Rural,7.368353
4021,11.36485,0,DSL,1447.593195,3417,Rural,8.334589
4022,15.6492,0,DSL,1463.304212,445,Urban,10.30326
4023,7.621504,1,Fiber Optic,1326.472227,1709,Rural,10.94068
4024,8.180859,0,DSL,2116.26369,30228,Suburban,15.49592
4025,9.986819,0,DSL,2095.117873,412,Urban,15.19686
4026,10.39631,1,DSL,1851.710555,165,Suburban,14.91488
4027,4.826642,0,DSL,1450.84591,206,Rural,8.710976
4028,8.959582,0,Fiber Optic,1841.554887,15725,Rural,14.17125
4029,8.907172,0,Fiber Optic,1796.010353,12349,Urban,16.96026
4030,11.4166,0,DSL,962.2206823,165,Rural,1.616979
4031,14.11831,0,Fiber Optic,373.4091813,1668,Urban,1.115115
4032,7.210336,0,None,1735.70733,5493,Urban,17.31427
4033,15.82529,0,None,952.2685798,27093,Rural,5.013991
4034,9.217675,0,Fiber Optic,704.9286558,1066,Rural,3.983529
4035,13.98017,0,Fiber Optic,2198.49291,16,Suburban,25.43027
4036,11.19035,1,Fiber Optic,1932.932484,2643,Suburban,20.21413
4037,9.069204,0,Fiber Optic,769.3159079,36489,Suburban,5.911652
4038,8.815017,0,DSL,773.2252534,30211,Urban,1.479514
4039,15.35795,2,DSL,1083.905096,47459,Rural,1.25577
4040,7.708801,0,DSL,2196.848941,188,Urban,15.85633
4041,11.08855,2,Fiber Optic,634.6695443,518,Suburban,3.903228
4042,9.993042,0,None,1652.974278,294,Urban,14.9206
4043,16.85843,1,Fiber Optic,1551.900975,41510,Rural,12.98383
4044,10.06905,0,None,1502.957327,2845,Rural,15.09343
4045,7.519369,0,Fiber Optic,1251.370897,3318,Rural,10.52332
4046,7.975836,1,Fiber Optic,625.8895244,19403,Suburban,2.343134
4047,8.67997,1,Fiber Optic,831.3672853,4072,Urban,7.91447
4048,12.23484,1,None,2044.702772,382,Suburban,14.71579
4049,15.51451,0,None,783.1783931,2824,Rural,8.462764
4050,11.42866,1,DSL,1170.139527,1380,Suburban,3.319565
4051,13.92957,0,Fiber Optic,638.0977736,182,Urban,4.557348
4052,5.367668,0,Fiber Optic,833.2996999,170,Urban,4.839337
4053,10.81384,0,Fiber Optic,1744.354966,929,Suburban,13.48223
4054,13.2598,0,Fiber Optic,1076.282569,12407,Urban,8.635904
4055,9.621132,0,Fiber Optic,1537.073388,35798,Suburban,11.44954
4056,7.659602,0,DSL,2408.542735,321,Rural,12.51669
4057,13.82812,0,None,696.2689909,415,Urban,6.811035
4058,8.689995,1,DSL,1653.932692,6457,Rural,12.35438
4059,7.330021,1,DSL,1249.968178,36539,Urban,2.224168
4060,7.704948,1,None,863.4968708,620,Rural,4.825693
4061,8.006475,0,DSL,1722.330381,9791,Urban,11.69113
4062,12.27527,0,Fiber Optic,2159.414298,440,Urban,20.25956
4063,9.551626,1,None,992.6561706,1073,Suburban,6.979037
4064,4.714235,1,DSL,2574.581362,12737,Suburban,19.46465
4065,16.42306,0,Fiber Optic,981.7181093,694,Urban,2.415421
4066,7.706587,1,Fiber Optic,2280.034122,27612,Suburban,20.84965
4067,7.755985,0,None,721.3139824,208,Urban,3.245848
4068,10.40927,0,Fiber Optic,2120.151113,345,Urban,16.53338
4069,8.416539,0,DSL,2006.605241,556,Urban,13.14021
4070,8.759495,0,DSL,1069.814443,32959,Suburban,4.736816
4071,9.725427,0,DSL,1882.174515,49787,Suburban,8.839856
4072,9.239935,0,DSL,1072.95902,207,Urban,1.964781
4073,3.954662,0,Fiber Optic,985.0942314,329,Rural,11.37064
4074,10.00211,1,DSL,1549.953908,1303,Rural,8.761313
4075,8.373684,0,DSL,2163.007664,3241,Rural,14.87243
4076,7.093203,0,DSL,1449.618401,50640,Suburban,2.558218
4077,8.653267,0,DSL,1670.890036,13958,Urban,7.269016
4078,9.18135,0,Fiber Optic,756.1541962,1310,Urban,1.426775
4079,10.80697,2,None,2569.290158,1032,Rural,21.31617
4080,7.387913,0,Fiber Optic,831.3552738,375,Suburban,3.80496
4081,12.27167,1,Fiber Optic,1614.234523,475,Rural,12.57306
4082,8.50057,0,Fiber Optic,1216.01156,4334,Urban,11.76752
4083,6.544083,0,DSL,1030.22533,35952,Rural,1.690026
4084,10.25189,0,DSL,1258.92066,12047,Urban,4.91638
4085,10.43299,0,DSL,1582.882748,8188,Urban,9.873648
4086,13.76209,1,DSL,1390.860478,2579,Suburban,6.971251
4087,7.199791,0,Fiber Optic,1017.250159,69,Suburban,2.779089
4088,9.930254,0,None,1068.365286,9178,Suburban,9.112126
4090,6.244054,1,DSL,911.2594992,312,Rural,3.033303
4091,11.61228,0,Fiber Optic,638.2966688,79996,Urban,3.211508
4092,13.94531,0,Fiber Optic,1335.552296,32388,Rural,11.88029
4093,10.35743,2,Fiber Optic,1116.289401,245,Urban,9.062033
4094,5.318294,0,DSL,1452.308983,15586,Urban,7.462849
4095,10.15265,0,Fiber Optic,849.8471125,151,Rural,5.951276
4096,10.65674,2,Fiber Optic,1903.138739,27872,Suburban,17.92442
4097,11.99485,0,Fiber Optic,1547.496008,106,Urban,11.36049
4098,14.47622,2,Fiber Optic,1760.029684,1550,Urban,18.44164
4099,2.265527,0,None,1235.041233,6403,Rural,6.218071
4100,7.389506,0,Fiber Optic,1532.242102,4442,Urban,14.87149
4101,8.34145,0,Fiber Optic,1692.14874,13546,Rural,11.94952
4102,8.530739,0,DSL,1685.709392,4500,Rural,5.623084
4103,10.58898,1,None,1378.197785,23458,Rural,7.032789
4104,13.6305,0,Fiber Optic,2094.027389,2128,Suburban,20.80434
4105,10.04509,1,Fiber Optic,1654.594685,823,Urban,15.15905
4106,6.216824,1,DSL,3452.422228,45596,Suburban,27.47595
4107,5.769435,0,Fiber Optic,1556.189478,678,Rural,11.75829
4108,11.97118,0,DSL,847.5443814,2678,Suburban,3.346632
4109,11.76163,2,Fiber Optic,1048.841947,210,Rural,10.15472
4110,4.796898,0,Fiber Optic,1985.001327,2669,Suburban,18.85404
4111,11.00437,1,DSL,1063.553,6399,Rural,4.120579
4112,12.2004,1,None,1552.219697,6627,Rural,15.82734
4113,8.861688,0,Fiber Optic,576.7539469,26556,Urban,2.54657
4114,8.84265,0,None,871.6497245,13474,Suburban,6.623366
4115,1.864676,0,None,1267.767102,183,Rural,10.98445
4116,6.544685,0,None,1175.07987,14119,Urban,9.710957
4117,5.80988,0,DSL,1676.476901,3308,Urban,11.73089
4118,9.069765,0,Fiber Optic,1674.101146,1039,Rural,12.50526
4119,4.973597,0,None,1542.223736,12530,Suburban,12.64925
4120,10.88425,0,DSL,1288.736573,349,Rural,6.580765
4121,4.68229,1,Fiber Optic,1198.110595,1696,Rural,11.72569
4122,10.80374,0,None,1861.838695,18181,Suburban,17.25428
4123,7.176,1,None,558.6380046,5192,Urban,4.143229
4124,7.299566,1,DSL,1627.193453,4586,Rural,6.468187
4125,2.698874,0,DSL,1061.907795,164,Suburban,4.827032
4126,9.238339,0,None,975.6560108,33786,Suburban,8.032262
4127,5.064663,1,DSL,2214.155609,3291,Urban,18.03946
4128,8.301488,1,DSL,946.9600501,8834,Urban,4.245048
4129,8.191967,0,DSL,1717.407155,121,Urban,8.894523
4130,7.228021,0,DSL,929.9153923,15591,Suburban,2.847771
4131,9.082762,1,Fiber Optic,2064.732863,11629,Rural,18.61815
4132,10.09361,0,DSL,1761.873779,404,Urban,6.63265
4133,12.67518,0,DSL,1037.103018,3609,Rural,4.351173
4134,12.72884,0,DSL,1882.950851,446,Rural,14.61014
4135,6.733381,1,DSL,1162.614265,1305,Rural,4.806626
4136,12.36091,0,None,2616.565517,222,Urban,22.13831
4137,13.93891,0,None,796.4508318,13920,Suburban,5.325642
4138,10.35052,0,Fiber Optic,1151.520457,1264,Suburban,10.05766
4139,14.58033,1,Fiber Optic,904.5618908,170,Suburban,5.140738
4140,12.93123,0,Fiber Optic,1670.944369,8784,Urban,17.21579
4141,8.081848,0,DSL,1295.610833,417,Urban,4.984488
4142,7.51567,0,None,468.36494,7380,Rural,2.414
4143,11.7278,2,Fiber Optic,2246.098296,1124,Rural,24.94225
4144,12.2056,0,Fiber Optic,628.4063951,73671,Suburban,1.887597
4145,17.1044,0,Fiber Optic,646.3090606,24,Urban,6.592291
4146,8.270133,1,None,412.7637414,645,Rural,4.154665
4147,7.868103,0,None,1028.818406,19943,Urban,10.42248
4148,12.19131,0,DSL,1070.918591,1389,Rural,5.65315
4149,11.94875,1,DSL,969.8255583,90,Suburban,2.647286
4150,10.46827,1,Fiber Optic,1089.662539,33760,Urban,10.573
4151,7.353482,0,DSL,1471.541306,36792,Rural,10.36378
4152,4.736819,0,Fiber Optic,795.5471897,7368,Suburban,5.814507
4153,10.93225,1,Fiber Optic,1973.062252,24231,Urban,19.94322
4154,9.332735,0,Fiber Optic,1225.839629,1253,Urban,12.63051
4155,10.72646,0,Fiber Optic,758.5059535,760,Rural,3.988032
4156,10.95022,1,None,753.8000793,1364,Rural,2.459304
4157,5.139013,0,DSL,1060.698386,11598,Rural,5.877819
4158,7.74801,0,None,560.5940436,3758,Rural,3.850863
4159,8.011715,1,None,1751.102541,1166,Rural,17.62624
4160,11.55733,0,Fiber Optic,364.1796625,204,Rural,2.026825
4161,9.011614,0,Fiber Optic,537.4400071,1505,Rural,2.735806
4162,13.60726,1,DSL,740.9934575,7742,Suburban,5.131207
4163,5.443862,0,Fiber Optic,1386.235112,3787,Suburban,11.25684
4164,10.02203,0,DSL,1628.925715,17348,Urban,10.52866
4165,8.426711,1,DSL,1431.48792,27317,Rural,8.596278
4166,14.74096,0,None,885.8344713,2179,Urban,4.618962
4167,8.709293,0,DSL,1193.722344,7722,Urban,5.606293
4168,1.276438,0,None,1971.643189,16681,Suburban,18.67357
4169,8.8086,0,None,783.5447103,11158,Suburban,6.941165
4170,10.48756,1,Fiber Optic,1198.334446,27329,Suburban,10.91791
4171,7.527191,0,DSL,1117.392471,3085,Urban,7.33513
4172,10.52017,0,Fiber Optic,666.238562,1483,Rural,5.062073
4173,8.776288,0,None,2334.936502,1153,Rural,24.79814
4174,12.05053,2,None,1061.819409,949,Urban,10.31681
4175,9.099318,1,DSL,949.9087685,4022,Urban,2.395742
4176,13.34936,0,DSL,1868.762719,5546,Urban,13.70911
4177,8.367848,0,Fiber Optic,877.6347728,5736,Urban,9.102322
4178,7.121593,0,None,949.8530724,38272,Suburban,1.60558
4179,14.63594,1,None,2616.567484,983,Urban,26.10713
4180,10.46768,1,Fiber Optic,1224.407955,33168,Urban,8.450712
4181,13.53186,1,DSL,2102.1428,1087,Suburban,12.3548
4182,17.44644,1,Fiber Optic,829.160544,970,Suburban,4.892174
4183,6.754316,2,None,719.7255006,3908,Urban,2.586551
4184,14.07334,1,DSL,1754.124518,293,Rural,9.175977
4185,0.9003326,0,Fiber Optic,874.5896088,7753,Suburban,6.311363
4187,16.15631,0,Fiber Optic,510.6595626,236,Rural,3.226415
4188,14.22008,0,Fiber Optic,422.3998081,45763,Rural,2.980706
4189,13.25877,0,Fiber Optic,1001.378182,20077,Urban,6.783568
4190,3.929938,0,DSL,1564.304827,245,Urban,5.648594
4191,21.20723,1,DSL,1468.274084,705,Suburban,6.184958
4192,11.44896,1,DSL,2772.321832,2719,Suburban,23.40043
4193,11.01403,0,DSL,1027.507457,4970,Urban,4.109741
4194,9.186841,0,DSL,1254.551808,726,Suburban,3.479316
4195,11.77549,0,None,847.0257353,4300,Suburban,1.743805
4196,11.85505,0,Fiber Optic,2559.878176,234,Suburban,23.38469
4197,9.238425,1,Fiber Optic,1954.817992,5179,Urban,16.19111
4198,11.25811,1,Fiber Optic,1570.913875,1305,Rural,14.10279
4199,2.478962,1,DSL,1109.204756,45910,Suburban,5.102617
4200,13.6307,1,Fiber Optic,567.9194367,39757,Rural,4.61822
4201,13.84738,1,None,791.2910428,23618,Rural,1.474087
4202,7.662995,0,DSL,1895.230077,90,Rural,7.874401
4203,4.370972,0,DSL,867.4854039,2178,Urban,2.885895
4204,6.636853,0,Fiber Optic,2070.311565,2115,Urban,19.48432
4205,8.648062,0,DSL,696.77888,4983,Suburban,1.203982
4206,8.962651,0,DSL,1571.964276,2453,Rural,4.073125
4207,10.34257,0,Fiber Optic,499.2698644,1736,Urban,4.784022
4208,7.95348,1,DSL,1581.415147,882,Rural,11.66425
4209,12.70753,0,DSL,990.2063632,14693,Suburban,1.063338
4210,9.390076,0,DSL,909.8932554,7638,Suburban,1.070145
4211,11.87416,2,Fiber Optic,1368.692393,166,Urban,9.664222
4212,5.49158,2,DSL,1186.812133,497,Rural,3.921335
4214,10.51222,1,Fiber Optic,775.1851628,4885,Urban,7.610924
4215,8.084497,0,Fiber Optic,1209.433597,12,Urban,11.59641
4216,10.4476,0,DSL,1201.716157,2130,Suburban,5.540815
4217,9.205984,0,Fiber Optic,974.4325376,489,Urban,5.527407
4218,10.52577,0,None,1670.49598,16592,Urban,14.93552
4219,16.34933,1,Fiber Optic,561.8079362,19135,Urban,2.106961
4220,11.94896,0,None,1186.8504,183,Urban,8.11277
4221,11.48473,0,Fiber Optic,577.0059283,2608,Rural,1.923729
4222,11.25133,1,None,645.1788133,956,Urban,3.542704
4223,8.583463,0,Fiber Optic,700.7755614,6254,Suburban,4.192662
4224,13.86094,1,Fiber Optic,2025.44891,21129,Urban,16.61624
4225,10.38794,0,None,1806.936325,13077,Rural,14.91353
4227,11.73569,1,Fiber Optic,506.3292263,9469,Suburban,3.817742
4228,5.023832,0,Fiber Optic,1528.122932,2534,Urban,14.48515
4229,15.84283,2,Fiber Optic,2425.973996,9238,Rural,19.39623
4230,5.981761,0,Fiber Optic,722.0495418,3185,Suburban,3.367927
4231,9.753602,1,None,1109.677542,1493,Suburban,9.031197
4232,15.00214,0,DSL,1537.645961,2424,Suburban,10.77389
4233,14.84998,1,Fiber Optic,902.9358857,28755,Rural,8.526865
4234,9.824278,0,Fiber Optic,924.9657013,637,Urban,3.761516
4235,9.504751,0,DSL,1774.889088,5863,Suburban,10.1408
4236,10.259,1,Fiber Optic,1372.679029,11294,Rural,13.33556
4237,8.887465,0,None,1330.997032,11275,Urban,14.61254
4238,6.923717,0,DSL,1132.634807,115,Rural,4.098818
4239,11.98448,0,DSL,1620.224811,14413,Urban,10.99657
4240,10.14014,0,None,1057.86587,605,Urban,8.361438
4241,10.43105,1,Fiber Optic,831.9762364,170,Urban,5.058557
4242,10.63058,0,Fiber Optic,760.1831445,26671,Rural,4.816947
4243,12.99445,0,None,884.0960804,776,Suburban,6.470869
4244,9.64554,0,Fiber Optic,959.8322448,43795,Suburban,9.079335
4245,6.989908,0,DSL,1193.459499,7349,Suburban,3.984772
4246,10.37913,0,Fiber Optic,1707.991573,40170,Suburban,17.13675
4247,11.94333,1,DSL,1015.142572,1358,Urban,1.741247
4248,8.472127,0,DSL,956.6535443,8742,Rural,2.011058
4249,11.17271,0,DSL,1795.593522,6878,Urban,12.48694
4250,11.88644,1,Fiber Optic,1296.501758,2660,Rural,8.870031
4251,17.26615,1,Fiber Optic,787.75587,406,Rural,4.082591
4252,13.71428,0,DSL,2521.277564,1583,Suburban,18.9981
4253,9.527678,0,Fiber Optic,997.2010554,12590,Rural,9.022068
4254,6.554147,0,DSL,1741.511236,3080,Urban,13.99745
4255,11.09637,0,None,396.3110471,5424,Urban,1.14019
4256,14.76788,0,Fiber Optic,1198.455198,5849,Urban,6.322807
4257,14.47138,0,Fiber Optic,2389.304765,44460,Urban,23.81965
4258,9.411397,1,None,295.3935883,5450,Urban,1.31809
4259,11.78232,0,None,1945.332394,2688,Rural,20.52789
4260,13.03545,0,DSL,2108.712631,26038,Rural,14.86128
4261,8.88295,0,None,1638.079725,20920,Suburban,16.53241
4262,12.91437,1,DSL,1243.099192,53552,Suburban,3.402225
4263,13.87763,0,Fiber Optic,400.9668713,49019,Rural,3.160399
4264,6.941126,0,None,1324.009256,48351,Suburban,9.658761
4265,10.32279,0,None,1277.028074,619,Urban,10.40415
4266,11.09997,1,DSL,1704.12272,770,Rural,13.92306
4267,8.540979,0,Fiber Optic,671.4099396,1749,Suburban,3.381603
4268,8.903042,1,Fiber Optic,1144.50246,214,Rural,7.218929
4269,5.905359,3,None,1000.235232,53364,Urban,7.244015
4270,11.15366,0,Fiber Optic,1084.469104,21314,Suburban,4.072959
4271,10.73681,2,Fiber Optic,1770.233657,1292,Rural,15.98922
4272,5.200129,1,Fiber Optic,763.7190374,22380,Urban,2.337769
4273,9.541203,0,DSL,3365.186813,931,Urban,28.31929
4274,11.89332,0,DSL,1479.383716,21394,Suburban,7.816831
4275,14.0419,2,Fiber Optic,1893.24474,3867,Urban,16.74543
4276,6.441951,0,Fiber Optic,502.9172945,748,Urban,5.321365
4277,7.073792,0,Fiber Optic,1178.136437,11461,Suburban,5.493065
4278,16.13377,1,DSL,1330.057877,437,Suburban,3.606976
4279,11.58123,0,None,2427.967505,63659,Suburban,24.09793
