CaseOrder,Churn,Outage_sec_perweek,Yearly_equip_failure,Income,Email,Contacts,Techie,Contract,Multiple,Tenure,MonthlyCharge,Bandwidth_GB_Year
5834,No,4.866722,0,32669.61,13,3,No,Month-to-month,No,68.63236,114.9509,6385.814454
5835,No,9.698319,0,36674.22,7,1,No,One year,Yes,65.3851,165.0182,5902.542522
5836,No,9.758572,0,70057.28,13,2,No,Month-to-month,No,64.12772,139.9678,5611.04531
5837,No,12.57727,0,24120.92,12,2,No,One year,Yes,69.97238,245.147,6854.114445
5838,Yes,11.26354,0,52869.22,13,1,No,Month-to-month,Yes,57.44027,245.1612,5385.186807
5839,No,5.543502,0,37829.04,8,1,No,Month-to-month,No,50.46018,177.4876,5066.934116
5840,No,8.932966,0,22328.55,12,1,No,Two Year,No,62.18037,184.9647,5479.036356
5841,No,8.388368,0,75196.45,13,6,No,Month-to-month,Yes,61.82935,139.9875,5562.421296
5842,No,7.973509,1,33851.87,13,1,No,Two Year,No,60.69462,114.9976,5316.712002
5843,No,9.675976,0,62276.09,10,0,No,Month-to-month,Yes,61.85233,214.9525,5466.255604
5844,No,9.573997,0,26999.2,11,0,No,Two Year,No,57.17893,124.9781,4723.54426
5845,No,11.5891,1,21558.19,3,2,Yes,Month-to-month,No,69.95421,82.49655,5848.90356
5846,No,8.94767,2,15215.24,8,1,No,Month-to-month,No,59.21586,139.983,5475.340643
5847,No,10.0785,1,22713.63,14,0,Yes,Month-to-month,Yes,69.09557,149.9913,6017.868507
5848,Yes,8.990901,0,51466.52,14,3,Yes,Month-to-month,No,47.83008,255.1372,4656.200883
5849,No,12.11043,0,11489.41,10,2,No,Month-to-month,No,71.39166,187.6094,6799.703331
5850,Yes,7.908414,0,30848.77,5,1,No,Month-to-month,No,63.07092,222.6362,5768.283353
5851,No,9.049913,0,67611.32,5,2,No,One year,No,53.75074,202.6362,5232.068649
5852,No,15.10873,0,27938.0,14,3,No,Month-to-month,No,63.67009,159.9349,5576.065751
5853,No,10.03591,1,120330.5,11,2,Yes,One year,Yes,40.76616,184.9963,3832.149233
5854,No,5.148114,0,97769.66,16,1,No,Two Year,No,60.54883,149.9707,5617.743323
5855,No,12.16038,1,16257.75,11,1,No,Month-to-month,Yes,54.24636,149.9913,4874.991387
5856,No,9.1295,0,11106.05,17,0,Yes,One year,No,62.39739,117.472,5404.784064
5857,No,10.35114,2,13256.25,13,0,No,Month-to-month,No,67.29466,114.9838,5748.451595
5858,No,3.245984,0,38179.17,8,0,No,Month-to-month,No,68.14379,127.4738,6167.764392
5859,No,11.6689,0,27204.24,11,2,Yes,Two Year,Yes,69.29855,192.4885,5995.290634
5860,No,10.7285,0,20273.75,14,1,No,One year,No,47.78655,172.4441,4317.862166
5861,No,14.25669,0,14730.41,11,1,No,One year,Yes,48.44746,192.4404,4246.327693
5862,Yes,6.147368,2,36139.18,13,0,No,One year,Yes,44.99139,257.6513,5009.989918
5863,No,10.28699,0,58123.92,10,1,No,Month-to-month,Yes,57.56205,169.9928,4953.477077
5864,No,10.00281,1,82296.19,8,1,Yes,Two Year,No,70.00887,172.4441,6127.72243
5865,No,13.82555,0,11577.65,13,1,Yes,One year,Yes,38.05187,194.9768,3754.322576
5866,No,9.870099,0,41536.3,12,0,Yes,Two Year,No,67.20585,152.4441,6294.425576
5867,No,12.62845,1,38613.42,7,1,No,Month-to-month,Yes,55.3519,179.9794,4851.255631
5868,Yes,7.47385,0,20726.52,15,1,No,Month-to-month,No,65.67374,210.1051,6417.345402
5869,No,14.67896,0,14744.58,13,1,No,Month-to-month,No,64.11549,152.4441,6093.493249
5870,No,5.903059,2,125041.1,10,1,No,Month-to-month,No,65.31603,172.4441,5613.208858
5871,No,8.977927,0,15533.0,8,0,No,One year,Yes,39.5421,127.525,3656.35595
5872,No,10.62573,0,59388.62,14,1,No,Two Year,No,61.59822,152.4798,5412.512376
5873,No,9.772038,0,38039.5,8,1,No,One year,No,71.83398,129.9778,6659.547499
5874,No,13.12414,0,14078.51,15,1,No,One year,Yes,71.0114,192.4885,6053.671903
5875,Yes,7.733155,0,26139.47,11,1,No,Month-to-month,Yes,64.60644,255.1198,6426.687397
5876,No,5.7796,0,58304.48,18,2,No,One year,No,50.77685,129.9915,4947.825183
5877,No,5.274699,1,17400.04,16,1,Yes,Month-to-month,Yes,61.00152,229.9931,5482.759209
5878,No,10.39931,0,35738.78,14,1,No,Month-to-month,No,60.92178,114.9509,5511.579607
5879,No,11.74663,2,62309.09,9,0,No,Month-to-month,Yes,64.63019,192.4404,5595.256243
5880,No,9.358337,0,14744.09,11,0,No,Month-to-month,Yes,66.9541,217.4725,6002.159687
5881,No,14.06726,1,37652.91,15,1,No,Month-to-month,No,71.80429,137.4686,6125.821735
5882,No,10.2408,0,50465.23,14,0,No,Two Year,Yes,37.04125,149.9447,3822.54562
5883,Yes,9.281327,0,6015.6,19,0,Yes,Month-to-month,No,46.55404,220.1185,4194.186085
5884,No,12.97013,0,13543.51,16,1,No,One year,Yes,65.54969,204.9634,5976.68996
5885,No,8.241715,0,81253.97,14,2,Yes,Month-to-month,No,57.18854,159.983,4801.928653
5886,No,10.94259,2,137978.3,20,3,Yes,Month-to-month,Yes,44.89729,172.4567,4323.817647
5887,No,9.92206,0,8068.23,11,1,No,Month-to-month,No,69.90673,117.4872,6470.044027
5888,No,11.59205,0,54739.98,14,2,No,Month-to-month,Yes,58.9945,140.0013,5514.922539
5889,No,8.904872,0,33280.3,12,0,No,Month-to-month,Yes,62.94907,144.9607,5386.649919
5890,No,14.90722,0,44042.94,16,0,No,Two Year,No,64.07956,184.967,5655.455765
5891,No,6.304058,1,65174.04,12,2,No,Two Year,No,46.55143,129.9621,4616.261041
5892,Yes,15.33231,3,15503.73,15,0,No,Month-to-month,Yes,40.7843,172.4567,4050.379301
5893,No,11.51282,0,2421.1,12,0,No,One year,Yes,56.03048,167.4564,4821.711621
5894,No,8.650524,0,43838.7,7,0,No,Two Year,No,68.89551,152.4798,6083.416035
5895,No,7.080619,1,25945.22,13,1,Yes,Month-to-month,Yes,66.94288,182.4676,5874.695874
5896,No,12.85404,0,57738.77,13,0,No,Month-to-month,No,66.52284,127.482,5573.344552
5897,No,10.89278,0,7936.05,7,2,No,Month-to-month,No,56.28159,139.9792,5070.792059
5898,No,12.0039,0,31808.9,8,2,No,Month-to-month,Yes,62.11875,174.9768,5940.705687
5899,Yes,6.075894,0,68169.91,10,2,No,Month-to-month,Yes,61.2541,242.6106,6191.579895
5900,No,11.86882,0,54959.67,10,1,No,Month-to-month,No,50.76733,129.9915,5148.146411
5901,No,5.10323,1,66370.29,14,2,Yes,Month-to-month,No,71.82846,174.9618,6399.072403
5902,No,17.74581,1,35827.4,14,2,No,Month-to-month,No,70.73486,154.9618,6518.531089
5903,No,8.777909,2,21089.21,5,1,No,One year,No,40.12358,202.65,4439.358981
5904,No,6.541451,1,84969.58,10,1,No,One year,No,55.67612,107.5286,4661.218675
5905,No,12.56509,1,92162.79,10,0,Yes,Month-to-month,No,67.97028,127.4958,5805.233954
5906,No,7.081915,1,37627.29,11,1,No,Month-to-month,Yes,48.31617,159.9794,4697.773285
5907,No,10.63657,2,53611.13,12,2,Yes,Month-to-month,No,68.88054,184.9647,6294.155657
5908,No,9.918595,1,108982.2,11,0,No,Month-to-month,No,65.48947,92.45514,5733.79702
5909,No,9.291311,0,27679.48,8,2,No,Two Year,No,56.81183,159.9349,4819.114767
5910,No,8.090061,0,59827.93,7,0,No,Month-to-month,No,58.09792,132.466,5440.70707
5911,No,12.40857,0,29957.52,16,1,Yes,Month-to-month,No,69.83332,129.9915,6398.841901
5912,No,8.172079,1,11162.56,10,0,Yes,Month-to-month,Yes,66.31056,137.4978,5847.437103
5913,Yes,10.20203,1,46024.12,13,1,No,Month-to-month,Yes,40.13259,267.6427,4642.627892
5914,No,9.4486,0,41734.27,15,2,Yes,Month-to-month,No,71.11315,92.45514,6242.49162
5915,No,13.03992,0,18537.85,11,1,No,Two Year,No,51.83337,137.4872,4543.82768
5916,No,10.06837,0,36172.9,18,2,No,One year,No,66.16845,210.1051,6376.639792
5917,No,5.888136,1,114851.2,12,0,No,Two Year,Yes,44.47594,209.9931,4735.622867
5918,Yes,5.4121,0,26310.0,15,1,No,Month-to-month,Yes,41.92048,275.1336,4314.292516
5919,No,7.173192,1,63130.04,14,1,Yes,Two Year,No,69.90151,102.4746,5801.078035
5920,No,9.662032,0,22295.46,11,0,No,Month-to-month,No,65.07074,225.132,6323.723983
5921,No,4.773365,0,19755.18,9,0,No,Month-to-month,Yes,61.10961,194.9663,5735.231545
5922,Yes,8.239249,1,54592.75,12,2,No,Month-to-month,Yes,60.97795,257.6513,6273.993497
5923,No,8.297045,0,21136.06,9,0,Yes,Month-to-month,Yes,65.51642,194.9744,5862.216204
5924,No,5.745821,0,48308.34,13,1,No,Month-to-month,No,61.83914,104.9629,5401.772294
5925,No,11.29179,0,103476.1,8,3,No,One year,No,52.89423,139.965,5084.851456
5926,No,10.84131,0,41031.65,12,4,No,One year,No,60.04495,230.1051,5519.813683
5927,No,5.935326,2,47410.05,13,1,No,One year,No,53.80449,184.9647,4813.13127
5928,No,5.715477,0,19863.77,13,1,No,One year,No,65.06381,137.4872,5512.596647
5929,No,7.438109,0,24616.46,18,0,No,Month-to-month,Yes,53.4492,242.6106,5455.706117
5930,No,7.023333,0,40557.84,13,0,No,Month-to-month,No,60.85074,92.45514,5449.342554
5931,No,11.4115,0,57227.25,15,0,No,Month-to-month,Yes,58.25985,127.5112,4979.764199
5932,No,6.628418,0,32002.74,15,0,No,Month-to-month,No,56.83604,127.4421,5329.246171
5933,No,6.085329,2,18957.86,18,0,No,One year,No,70.16829,129.9598,6317.989438
5934,No,13.10857,0,65952.12,11,0,Yes,One year,Yes,52.66447,194.9581,4724.802444
5935,No,13.93974,0,26354.71,18,4,No,Two Year,Yes,58.238,192.4567,4945.69374
5936,No,7.343126,0,59816.0,14,0,No,One year,No,54.77909,200.1185,5285.025958
5937,No,8.434367,0,16168.56,8,1,No,Month-to-month,Yes,71.16283,192.4404,6395.482406
5938,No,9.602143,0,23515.27,10,3,No,Month-to-month,Yes,58.27269,160.0013,5078.029461
5939,No,11.68358,0,21961.36,13,1,No,Two Year,No,68.41303,142.4526,6548.739039
5940,No,7.4493,0,58210.13,9,2,No,Month-to-month,Yes,44.75355,169.9741,4019.765436
5941,No,11.21454,0,61316.31,11,0,No,Month-to-month,No,56.20194,149.9621,4923.50439
5942,No,10.61597,0,6921.31,15,1,No,Month-to-month,No,46.60224,107.4958,4279.718136
5943,No,7.560395,1,18453.27,9,3,No,Two Year,No,67.71178,114.9728,5635.888386
5944,No,9.25176,0,20073.23,13,0,No,Two Year,No,69.67895,212.6228,6746.166459
5945,No,10.43502,0,7772.71,9,0,No,One year,No,69.28827,177.6508,6319.297112
5946,No,12.43326,0,100352.4,13,3,No,Month-to-month,No,58.66502,114.9838,4810.255665
5947,No,16.024,0,68000.49,6,2,No,Month-to-month,Yes,57.94445,232.6707,5528.483995
5948,No,10.71946,0,8324.79,11,1,No,Month-to-month,No,52.54837,79.97886,4411.074803
5949,No,13.18074,0,44323.22,11,1,No,Month-to-month,No,69.96694,149.9845,6101.954062
5950,No,10.18302,0,1563.64,9,3,No,One year,No,60.37982,215.1591,5910.719593
5951,No,10.27233,1,20707.68,11,1,No,Month-to-month,Yes,66.17964,124.9607,5988.164218
5952,No,5.573652,0,70622.1,16,1,Yes,Two Year,Yes,55.24695,149.9776,4815.434176
5953,No,8.923423,0,36343.28,13,0,Yes,Two Year,No,56.63276,114.9838,4910.178894
5954,No,3.489549,0,40954.06,16,2,Yes,Month-to-month,No,56.53361,114.9509,5216.869795
5955,No,9.642667,1,46959.04,15,0,Yes,One year,Yes,46.82488,162.4538,4506.056002
5956,No,16.02284,0,45911.55,12,1,No,Month-to-month,No,54.62225,104.9629,4828.23036
5957,No,12.16235,0,36230.91,14,0,No,Two Year,Yes,66.32483,149.9928,6060.021953
5958,No,9.857833,0,13467.9,8,1,No,One year,Yes,70.28188,137.4684,5954.517973
5959,No,11.35226,0,38900.92,7,1,Yes,Two Year,No,39.54414,149.9707,3898.98615
5960,No,10.25311,1,105022.5,12,1,No,One year,Yes,55.47474,157.4698,4551.763964
5961,No,13.27497,0,95075.46,17,1,No,Month-to-month,No,56.12583,134.9509,4796.917237
5962,Yes,11.82086,1,18934.36,11,0,No,Month-to-month,No,61.77794,212.6228,6305.881041
5963,No,10.65972,0,61815.08,10,1,Yes,Month-to-month,Yes,69.8304,162.4653,6771.506746
5964,No,5.802625,0,23572.65,10,1,No,Month-to-month,No,70.35146,114.9728,5931.909999
5965,No,10.34204,0,22004.51,11,1,No,One year,No,52.70133,194.9699,4707.7319
5966,No,2.920273,2,32064.16,8,1,No,One year,Yes,66.69393,277.6513,6413.546906
5967,No,5.417835,0,26719.24,18,1,No,One year,Yes,56.51994,182.4433,5281.851852
5968,No,13.72841,0,20302.73,9,0,No,Month-to-month,No,47.22872,172.4555,4284.947558
5969,No,6.989347,0,11251.45,14,1,No,Month-to-month,No,60.6298,159.9349,5581.379706
5970,No,12.1474,0,102806.5,10,0,No,Month-to-month,No,68.37603,134.9509,5744.210121
5971,No,9.58651,0,30332.37,10,1,No,Two Year,No,69.36054,132.4798,6605.569716
5972,No,14.01228,2,46309.38,14,0,No,Month-to-month,Yes,65.61605,112.4844,5769.255809
5973,No,9.30836,0,28434.15,18,0,No,Month-to-month,No,49.60721,117.4392,4762.552792
5974,No,11.07967,0,24461.27,18,0,No,Two Year,Yes,63.43072,149.9776,5679.986847
5975,No,11.82647,0,26525.07,7,1,No,Month-to-month,Yes,61.51035,227.4754,5684.35373
5976,Yes,6.200744,1,81454.54,11,0,No,Month-to-month,No,45.09378,222.6143,4723.125316
5977,No,11.07187,1,10522.04,16,2,No,Month-to-month,No,69.37615,200.1185,6661.40216
5978,No,10.30417,2,45501.77,11,0,No,Two Year,No,63.26277,172.4555,5967.054532
5979,No,6.627342,0,91951.17,15,1,No,Two Year,No,58.96627,134.9509,5046.281771
5980,No,15.33253,0,28922.97,12,2,No,Month-to-month,No,65.29336,197.4876,5993.021537
5981,No,6.537182,0,68899.06,12,3,No,Two Year,Yes,67.28766,182.4833,5764.291132
5982,No,16.9392,0,30943.33,17,1,Yes,One year,Yes,57.91581,230.1344,5470.490324
5983,No,12.81747,1,68699.53,13,2,No,Month-to-month,No,63.18965,149.9621,5542.688477
5984,No,5.931143,0,16917.78,8,1,No,One year,No,67.6047,232.6415,6160.398795
5985,No,9.893618,1,88197.14,8,1,Yes,One year,No,65.4571,202.6829,5952.590424
5986,No,12.74259,0,4348.83,16,1,Yes,Month-to-month,Yes,47.50976,222.6654,4677.936927
5987,Yes,7.595849,0,27358.17,18,1,Yes,Month-to-month,Yes,50.69944,275.1336,4913.037126
5988,No,12.37307,1,45442.15,13,1,Yes,Month-to-month,No,57.16208,114.9658,4939.508383
5989,No,6.779737,1,18012.16,10,1,No,Month-to-month,No,71.66334,172.4579,6319.032596
5990,No,6.279415,0,84409.23,12,0,Yes,Two Year,No,64.19903,105.011,5517.467178
5991,No,13.24331,0,63482.69,10,1,No,Month-to-month,No,48.95603,107.482,4556.968246
5992,No,11.7079,1,27920.91,11,1,No,Month-to-month,Yes,47.94402,124.9607,4427.447401
5993,Yes,5.347292,0,2447.86,17,1,No,Month-to-month,Yes,36.05308,242.6573,3888.542928
5994,No,10.29854,0,43750.13,8,0,No,Month-to-month,No,67.18986,104.9781,6191.373013
5995,No,10.20247,1,28208.48,9,2,No,One year,Yes,62.27397,192.4404,5560.7204
5996,No,10.00036,0,23361.98,13,0,No,Month-to-month,No,62.38889,142.4689,5746.454782
5997,No,5.142512,1,13467.7,8,1,No,Month-to-month,No,67.27106,245.1457,6447.175354
5998,No,10.07426,0,7977.38,11,2,No,Month-to-month,Yes,58.42303,124.9607,5310.301812
5999,Yes,11.08932,0,9039.85,12,0,No,Month-to-month,Yes,58.94486,245.147,6115.579407
6000,No,5.636932,0,28627.89,12,1,No,Month-to-month,No,71.88705,182.447,6269.306466
6001,No,10.44715,1,13970.62,15,2,No,Two Year,No,44.09777,162.4827,3869.872224
6002,No,8.42186,0,30067.59,12,1,No,Two Year,Yes,70.62164,242.6106,6772.978906
6003,No,2.205335,0,52288.11,8,2,No,One year,No,63.92945,172.4579,5727.232268
6004,No,7.881495,0,27034.63,13,2,No,Two Year,No,59.46448,94.97283,5530.990602
6005,No,11.69747,0,42345.21,15,1,No,Month-to-month,Yes,70.56628,172.4705,6520.292051
6006,No,9.979353,1,12346.69,11,2,No,Month-to-month,No,56.08957,114.9728,4840.964036
6007,No,7.286688,0,13077.96,12,2,No,Two Year,Yes,69.30257,172.4624,6008.369934
6008,No,9.188651,0,20447.16,11,0,No,One year,No,64.60955,82.49655,5598.408561
6009,No,6.762471,0,12778.1,12,2,Yes,Month-to-month,Yes,63.00351,157.4698,5268.611353
6010,Yes,9.924069,0,9001.05,13,1,No,Month-to-month,Yes,64.81359,220.1149,6246.864694
6011,No,14.86921,1,12145.15,11,1,No,Month-to-month,Yes,54.22687,255.1417,4942.653192
6012,No,11.6817,0,4998.9,13,1,No,Month-to-month,Yes,62.21334,162.4653,5994.735404
6013,No,6.775584,2,35629.29,9,1,No,Month-to-month,Yes,63.31259,127.4783,5874.668217
6014,No,11.44484,0,56074.77,13,3,No,Month-to-month,Yes,60.52991,194.9768,5214.429658
6015,Yes,10.90438,0,13209.19,12,1,Yes,Month-to-month,Yes,49.22913,265.147,4794.822207
6016,No,13.95029,0,20621.67,12,1,Yes,One year,No,68.69263,177.6508,6246.264685
6017,No,7.991774,1,31456.21,11,2,No,Month-to-month,Yes,50.20686,179.9656,4243.622875
6018,No,18.11802,0,31292.07,17,0,No,Two Year,Yes,63.5434,277.6375,5991.45754
6019,No,12.10243,0,50822.04,12,0,No,Two Year,No,52.07024,92.45514,4611.303594
6020,No,7.265188,0,10269.12,16,3,No,Two Year,No,67.99211,129.9778,6251.354682
6021,No,9.885448,0,14802.57,10,1,No,One year,Yes,68.19039,194.9581,6308.688863
6022,No,12.75929,0,14611.28,18,1,No,Two Year,No,66.78366,167.4847,6356.486114
6023,No,11.01588,1,32714.76,9,0,No,One year,No,54.35016,117.5152,4756.034607
6024,No,7.56029,1,66220.67,12,0,No,Month-to-month,Yes,62.9411,115.0021,5481.191737
6025,No,13.54337,0,2682.63,7,0,No,Month-to-month,Yes,55.20008,182.4833,4826.319401
6026,Yes,6.767055,1,9136.47,11,0,No,Month-to-month,No,63.47945,222.6281,6223.9084
6027,No,13.62849,0,13830.68,16,1,No,Two Year,Yes,70.6626,220.1478,6284.162335
6028,No,3.484308,0,13090.39,13,0,No,Month-to-month,Yes,46.80924,147.4783,3951.955674
6029,No,6.093773,2,26992.77,8,0,No,One year,Yes,61.99036,137.4978,5345.910452
6030,No,9.724009,0,86574.82,11,1,No,Month-to-month,Yes,63.86174,125.0073,5280.455768
6031,No,10.82232,0,46932.29,8,0,Yes,Month-to-month,No,69.02601,149.9621,6000.793836
6032,No,13.44264,1,59865.13,9,1,Yes,Month-to-month,No,58.43007,154.9919,5770.387227
6033,No,5.796239,0,27289.75,12,0,Yes,Month-to-month,No,68.93162,164.967,6623.719418
6034,No,10.39695,0,30938.57,5,0,No,Month-to-month,No,69.026,187.6094,6768.348896
6035,Yes,12.73072,0,131680.1,12,0,Yes,Month-to-month,Yes,58.36624,182.49,5321.727773
6036,No,9.969352,0,29377.52,14,4,No,Two Year,Yes,42.05546,157.4698,3868.983397
6037,No,15.97382,0,33896.9,9,2,Yes,Two Year,Yes,55.08862,149.9447,5187.833012
6038,No,12.86128,0,18543.4,13,0,No,Month-to-month,No,36.44011,137.4686,3145.639435
6039,No,9.020396,0,18213.56,15,2,Yes,Two Year,No,50.07627,147.4738,4573.084997
6040,No,8.486609,0,5911.67,9,1,No,Two Year,No,42.10529,124.9643,3596.735771
6041,No,14.12546,0,106634.6,14,1,No,Month-to-month,Yes,60.75598,184.9797,5788.90717
6042,Yes,12.41943,0,21574.46,15,1,Yes,Two Year,Yes,41.60875,220.1615,4086.565
6043,No,8.844782,0,17631.83,15,0,No,Month-to-month,Yes,68.46483,174.9882,6540.061159
6044,No,14.24673,0,57748.04,13,2,Yes,Two Year,Yes,66.69757,242.6326,6245.097339
6045,No,8.066926,2,52047.27,10,1,No,Month-to-month,No,66.50887,220.1323,6052.322466
6046,No,9.11148,1,70453.29,6,1,No,Month-to-month,No,47.34607,152.466,4051.99766
6047,No,9.109236,1,52212.6,15,0,No,Month-to-month,No,60.17035,149.9845,5352.745495
6048,No,10.06669,1,40181.23,8,1,No,Two Year,No,52.42844,162.4689,4489.316917
6049,No,12.06469,1,25212.48,12,0,No,Month-to-month,Yes,68.50196,140.0013,6515.441262
6050,No,6.086425,1,76525.77,15,0,No,One year,No,67.57419,154.9618,6632.42053
6051,No,12.12132,3,39240.76,12,0,No,Month-to-month,Yes,63.88777,162.5299,5580.693234
6052,No,7.82051,0,57236.92,11,1,No,Month-to-month,No,62.09662,162.4608,5812.281035
6053,No,6.897314,2,20725.92,5,1,No,Month-to-month,No,66.03293,129.9926,5832.81909
6054,No,11.27862,0,26217.35,8,1,No,Two Year,No,48.02057,127.4421,4619.488116
6055,No,11.63652,1,16280.67,13,2,No,Month-to-month,No,61.43691,159.9349,5436.403424
6056,No,12.51964,0,44344.5,9,0,Yes,Month-to-month,Yes,70.04054,192.4404,6225.879093
6057,No,13.54241,0,33751.2,11,0,No,Two Year,No,58.54873,149.9621,5271.168703
6058,No,16.01829,1,29438.79,9,0,No,Month-to-month,Yes,50.48601,182.4538,4460.120921
6059,No,12.43485,1,40030.35,11,1,Yes,Month-to-month,Yes,65.18605,164.9715,6109.837555
6060,No,11.0488,0,24495.35,12,0,Yes,Month-to-month,No,64.20616,112.4551,5392.197566
6061,No,5.199803,0,12101.41,15,2,No,One year,No,48.30622,172.4441,4237.980107
6062,Yes,15.9178,1,53461.53,10,1,No,Month-to-month,Yes,61.63974,197.4702,5869.727078
6063,No,10.35392,0,40165.02,10,0,Yes,Month-to-month,No,45.58687,184.967,4178.995617
6064,No,15.17959,0,47557.16,8,1,No,Two Year,Yes,67.09106,232.6707,6134.954553
6065,No,8.36261,0,9637.9,11,1,No,Month-to-month,No,51.0221,175.1331,4778.015995
6066,No,9.665539,1,86416.45,12,1,No,One year,No,61.76772,142.4827,5876.740785
6067,No,4.190636,0,25042.36,13,1,No,One year,Yes,71.7248,192.4885,6243.997319
6068,No,2.974229,1,1593.63,16,0,No,Two Year,Yes,60.03811,174.9768,6004.110633
6069,No,14.48349,0,10979.96,9,1,No,Two Year,No,61.51052,172.4579,5685.67988
6070,No,8.421258,1,13313.87,12,2,No,Month-to-month,No,68.2985,220.1185,6008.789959
6071,No,6.207433,0,44584.01,12,1,No,Two Year,No,48.79525,210.1051,5048.197523
6072,No,11.93102,0,13378.66,13,1,No,Two Year,Yes,57.38041,207.4974,5141.242839
6073,Yes,5.984269,0,40248.81,19,0,No,Month-to-month,Yes,66.34669,232.6378,6377.789045
6074,Yes,7.695864,1,55409.09,7,1,No,Month-to-month,No,40.94814,225.132,4444.680517
6075,No,8.221891,0,23775.65,9,2,No,Two Year,No,50.46332,134.9509,4195.472287
6076,No,8.447332,0,21907.65,11,1,No,Two Year,Yes,52.35716,144.9607,4638.39887
6077,No,13.33839,0,55499.61,14,2,No,Two Year,No,68.5356,117.5015,5854.161999
6078,No,7.717303,0,67205.55,10,0,No,Two Year,No,42.25776,142.4827,4390.483323
6079,No,11.40338,1,6313.21,10,0,No,Two Year,No,52.36613,190.127,5326.555997
6080,No,12.07552,0,23069.81,9,1,No,Month-to-month,No,56.24027,162.4526,5182.334759
6081,No,7.675199,0,24014.24,13,2,No,Month-to-month,No,55.90137,152.4798,5071.038201
6082,No,10.81008,0,31612.9,9,1,Yes,One year,No,44.49898,129.9483,4321.771592
6083,Yes,10.57626,0,40293.84,10,0,No,Month-to-month,Yes,45.7211,207.4754,4676.648543
6084,No,16.61878,1,37477.74,13,0,No,Two Year,No,40.77723,142.5007,4121.283443
6085,No,9.480862,1,27376.4,14,0,No,One year,No,62.83437,140.0049,5239.916322
6086,No,11.36512,0,2131.46,9,0,Yes,Month-to-month,Yes,68.66575,137.4836,6327.240839
6087,No,13.57622,0,60943.41,17,2,No,Two Year,No,56.7924,117.4858,5184.100141
6088,No,7.453585,0,17193.14,11,0,Yes,Two Year,No,60.20473,152.4441,5615.851877
6089,No,10.23585,0,8197.24,10,3,Yes,Month-to-month,No,69.93388,242.6281,6328.715655
6090,No,15.84252,2,68046.98,14,0,No,One year,Yes,69.76328,182.4762,6285.098359
6091,No,10.47981,0,16226.95,9,3,No,Two Year,Yes,59.96515,169.9447,5263.711526
6092,Yes,11.90577,0,26129.71,9,0,No,Month-to-month,Yes,45.62317,162.4676,4570.378779
6093,No,4.312907,0,16403.11,10,0,No,Month-to-month,No,67.1217,172.4742,5808.42996
6094,No,0.9403304,1,15935.25,12,1,Yes,Month-to-month,No,49.50927,104.9781,4654.692645
6095,No,10.11802,0,57501.66,14,0,No,Month-to-month,No,58.62812,162.4526,5411.328838
6096,No,9.091231,0,50556.0,11,0,No,Two Year,Yes,66.94572,179.9476,5873.574766
6097,No,9.312624,2,30630.9,12,0,No,Month-to-month,No,62.46678,162.447,6021.120111
6098,No,16.8438,0,29261.45,12,1,No,Month-to-month,Yes,71.52189,184.961,6735.098237
6099,No,9.525285,3,30819.18,14,0,Yes,Two Year,Yes,69.87194,124.9607,6112.379667
6100,No,7.432898,1,50181.69,11,1,No,Month-to-month,No,54.60066,137.4616,4829.62672
6101,No,8.77415,0,115239.5,17,0,No,Month-to-month,No,48.95286,102.4746,4246.521336
6102,No,10.0507,0,19755.4,12,1,No,Month-to-month,No,66.58949,92.45514,6058.310861
6103,No,6.464421,0,38556.54,12,2,No,Month-to-month,Yes,63.40077,172.4705,5922.604676
6104,No,9.126135,1,61396.06,8,3,No,Two Year,No,61.28932,164.9785,5940.643763
6105,No,13.61762,2,14571.81,14,2,Yes,Month-to-month,No,68.15887,152.4441,6179.798997
6106,Yes,13.25194,1,25993.77,13,1,No,Two Year,Yes,56.95876,235.1555,5845.571509
6107,No,13.90534,1,27744.81,10,2,No,One year,No,62.77848,159.9349,5449.543139
6108,No,14.55919,0,42934.29,12,1,No,Month-to-month,Yes,64.54916,214.9663,5753.65882
6109,No,9.467759,1,34424.64,6,1,No,Month-to-month,No,55.42423,107.4958,5214.554943
6110,No,7.705812,0,121118.5,12,3,No,Two Year,No,64.61204,152.4441,6030.712542
6111,No,9.850163,1,39126.86,9,0,Yes,One year,No,67.15389,114.9658,5691.770997
6112,No,10.47985,0,8817.04,13,0,No,One year,Yes,56.42112,222.6326,5693.54601
6113,No,15.61183,0,16327.69,14,1,Yes,One year,No,64.16811,142.4713,6028.840796
6114,No,6.53143,0,44373.59,17,0,No,One year,No,67.49275,127.4421,6107.121136
6115,No,14.46492,0,23800.51,14,1,No,One year,Yes,67.99357,159.9476,6327.983433
6116,No,5.290061,0,5625.39,7,2,Yes,Month-to-month,No,61.72696,200.1185,6060.749169
6117,No,9.034088,0,28119.92,6,1,Yes,Month-to-month,No,50.36108,162.4526,4538.800188
6118,No,14.00738,1,44598.46,11,3,No,Month-to-month,Yes,49.04885,159.9875,4432.458176
6119,Yes,10.79896,0,24767.05,15,1,No,Month-to-month,Yes,63.41331,267.6427,6297.599869
6120,No,11.25565,0,36890.17,8,0,No,Month-to-month,Yes,57.54902,255.1336,5971.138391
6121,No,9.283484,0,38674.2,16,0,Yes,Two Year,Yes,50.22175,204.961,4561.520294
6122,No,8.590039,0,13944.19,15,0,No,One year,Yes,53.66326,197.484,5435.229637
